Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,sqf,mthly rent,Restaurant Type.1,Location Type,Restaurant Status
122,2,2,5,4,11,2020,2490,13883,21277,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,24528,65101,778910,508312,305,5228,84397,2,2,1
123,2,2,5,4,11,2020,2490,15725,23119,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,24531,33384,780752,511335,2147,5416,84400,2,2,1
124,2,2,5,4,11,2020,2490,17070,24464,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,24713,51889,782097,510819,3492,6353,84582,2,2,1
125,2,2,5,4,11,2020,2490,15156,22550,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,25023,73594,780183,506590,1578,2537,84892,2,2,1
126,2,2,5,4,11,2020,2490,16945,24339,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,25077,28482,781972,510413,3367,4509,84946,2,2,1
127,2,2,5,4,11,2020,2490,16507,23901,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,25764,58989,781534,511102,2929,5022,85633,2,2,1
128,2,2,5,4,11,2020,2490,14660,22054,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,25906,23774,779687,505996,1082,4557,85775,2,2,1
129,2,2,5,4,11,2020,2490,17466,24860,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,26223,39485,782493,509784,3888,2315,86092,2,2,1
130,2,2,5,4,11,2020,2490,18011,25405,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,26253,29214,783038,510438,4433,3354,86122,2,2,1
131,2,2,5,4,11,2020,2490,19348,26742,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,26629,59133,784375,515568,5770,5127,86498,2,2,1
132,2,2,5,4,11,2020,2490,18327,25721,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,26686,64135,783354,510913,4749,3997,86555,2,2,1
133,2,2,5,4,11,2020,2490,15115,22509,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,26725,38973,780142,510868,1537,2135,86594,2,2,1
134,2,2,5,4,11,2020,2490,19208,26602,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,26878,46508,784235,511856,5630,5091,86747,2,2,1
135,2,2,5,4,11,2020,2490,18809,26203,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,27168,23863,783836,509879,5231,6255,87037,2,2,1
136,2,2,5,4,11,2020,2490,15287,22681,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,27174,40619,780314,512073,1709,2903,87043,2,2,1
137,2,2,5,4,11,2020,2490,14295,21689,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,27219,75482,779322,511246,717,1206,87088,2,2,1
138,2,2,5,4,11,2020,2490,15890,23284,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,27223,59526,780917,511778,2312,4369,87092,2,2,1
139,2,2,5,4,11,2020,2490,17607,25001,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,27632,51916,782634,512440,4029,1993,87501,2,2,1
140,2,2,5,4,11,2020,2490,15629,23023,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,27896,33094,780656,507008,2051,4371,87765,2,2,1
141,2,2,5,4,11,2020,2490,14618,22012,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,28013,33861,779645,507423,1040,4943,87882,2,2,1
142,2,2,5,4,11,2020,2490,16711,24105,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,28381,38804,781738,511217,3133,1766,88250,2,2,1
143,2,2,5,4,11,2020,2490,14676,22070,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,28511,69462,779703,507470,1098,1439,88380,2,2,1
144,2,2,5,4,11,2020,2490,18974,26368,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,28973,57437,784001,513129,5396,3262,88842,2,2,1
145,2,2,5,4,11,2020,2490,19170,26564,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29217,36358,784197,513356,5592,5665,89086,2,2,1
146,2,2,5,4,11,2020,2490,18870,26264,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29225,77071,783897,513793,5292,3625,89094,2,2,1
147,2,2,5,4,11,2020,2490,17583,24977,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29251,63852,782610,513630,4005,4747,89120,2,2,1
148,2,2,5,4,11,2020,2490,19008,26402,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29836,52478,784035,510570,5430,5260,89705,2,2,1
149,2,2,5,4,11,2020,2490,16883,24277,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29842,44758,781910,508284,3305,1547,89711,2,2,1
150,2,2,5,4,11,2020,2490,18871,26265,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,29843,52364,783898,511177,5293,2095,89712,2,2,1
151,2,2,7,31,7,2020,2739,16262,27476,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,37883,39434,780606,37214,2375,4424,74394,2,4,1
152,2,2,7,31,7,2020,2739,17629,28843,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38113,23707,781973,36122,3742,6659,74624,2,4,1
153,2,2,7,31,7,2020,2739,17283,28497,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38279,22113,781627,35383,3396,5185,74790,2,4,1
154,2,2,7,31,7,2020,2739,17372,28586,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38300,28236,781716,38117,3485,1446,74811,2,4,1
155,2,2,7,31,7,2020,2739,17016,28230,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38349,12944,781360,35539,3129,3168,74860,2,4,1
156,2,2,7,31,7,2020,2739,16817,28031,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38719,12990,781161,37024,2930,3216,75230,2,4,1
157,2,2,7,31,7,2020,2739,20191,31405,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38810,65084,784535,40583,6304,3187,75321,2,4,1
158,2,2,7,31,7,2020,2739,16599,27813,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38893,6401,780943,34850,2712,6208,75404,2,4,1
159,2,2,7,31,7,2020,2739,18700,29914,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,38954,10872,783044,36885,4813,6663,75465,2,4,1
160,2,2,7,31,7,2020,2739,16374,27588,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,39031,57596,780718,34618,2487,2412,75542,2,4,1
161,2,2,7,31,7,2020,2739,17296,28510,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,39134,62198,781640,38715,3409,3603,75645,2,4,1
162,2,2,7,31,7,2020,2739,19679,30893,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,39309,27782,784023,42659,5792,6597,75820,2,4,1
163,2,2,7,31,7,2020,2739,18152,29366,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,39362,36889,782496,37804,4265,5095,75873,2,4,1
164,2,2,7,31,7,2020,2739,15189,26403,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,39521,30268,779533,36586,1302,1352,76032,2,4,1
165,2,2,7,31,7,2020,2739,15899,27113,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,39725,46179,780243,34260,2012,2073,76236,2,4,1
166,2,2,7,31,7,2020,2739,18814,30028,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40097,7488,783158,39040,4927,3780,76608,2,4,1
167,2,2,7,31,7,2020,2739,16375,27589,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40131,44487,780719,37176,2488,6531,76642,2,4,1
168,2,2,7,31,7,2020,2739,19735,30949,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40354,22389,784079,40149,5848,5150,76865,2,4,1
169,2,2,7,31,7,2020,2739,15662,26876,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40362,56454,780006,35902,1775,2841,76873,2,4,1
170,2,2,7,31,7,2020,2739,16227,27441,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40461,59756,780571,39032,2340,4921,76972,2,4,1
171,2,2,7,31,7,2020,2739,14555,25769,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40548,51595,778899,35335,668,1614,77059,2,4,1
172,2,2,7,31,7,2020,2739,14988,26202,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40650,46732,779332,34450,1101,1247,77161,2,4,1
173,2,2,7,31,7,2020,2739,16328,27542,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40804,15076,780672,39808,2441,5868,77315,2,4,1
174,2,2,7,31,7,2020,2739,18882,30096,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,40817,42366,783226,41710,4995,5597,77328,2,4,1
175,2,2,7,31,7,2020,2739,15926,27140,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,41368,26979,780270,37040,2039,4632,77879,2,4,1
176,2,2,7,31,7,2020,2739,16002,27216,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,41450,59625,780346,34717,2115,3989,77961,2,4,1
177,2,2,7,31,7,2020,2739,18074,29288,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,41781,38978,782418,37438,4187,4886,78292,2,4,1
178,2,2,7,31,7,2020,2739,15213,26427,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,41964,59328,779557,34579,1326,4635,78475,2,4,1
179,2,2,7,31,7,2020,2739,17959,29173,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,42968,27191,782303,37173,4072,4101,79479,2,4,1
180,2,2,7,31,7,2020,2739,18823,30037,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,43372,61270,783167,41484,4936,6448,79883,2,4,1
181,2,2,7,31,7,2020,2739,19808,31022,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,43392,18844,784152,43141,5921,6031,79903,2,4,1
182,2,2,7,31,7,2020,2739,17136,28350,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,43823,23547,781480,39842,3249,2592,80334,2,4,1
183,2,2,7,31,7,2020,2739,15255,26469,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,43843,49934,779599,34375,1368,5301,80354,2,4,1
184,2,2,7,31,7,2020,2739,16762,27976,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,44135,33439,781106,37299,2875,4872,80646,2,4,1
185,2,2,7,31,7,2020,2739,14513,25727,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,44502,25709,778857,36658,626,4805,81013,2,4,1
186,2,2,7,31,7,2020,2739,15972,27186,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,44578,48111,780316,38697,2085,1343,81089,2,4,1
187,2,2,7,31,7,2020,2739,15597,26811,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,44733,61033,779941,36093,1710,4658,81244,2,4,1
188,2,2,7,31,7,2020,2739,17132,28346,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,44876,9156,781476,39432,3245,1575,81387,2,4,1
189,2,2,7,31,7,2020,2739,15086,26300,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,45013,31882,779430,33241,1199,6029,81524,2,4,1
190,2,2,7,31,7,2020,2739,18343,29557,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,45070,10897,782687,42135,4456,4018,81581,2,4,1
191,2,2,7,31,7,2020,2739,17123,28337,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,45119,25395,781467,39464,3236,2081,81630,2,4,1
192,2,2,7,31,7,2020,2739,18840,30054,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,45173,44286,783184,42154,4953,5459,81684,2,4,1
193,2,2,7,31,7,2020,2739,19415,30629,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,45328,6258,783759,41625,5528,2799,81839,2,4,1
194,2,2,7,31,7,2020,2739,15890,27104,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,45511,59235,780234,36860,2003,5564,82022,2,4,1
195,2,2,7,31,7,2020,2739,18211,29425,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,45948,32948,782555,41779,4324,2462,82459,2,4,1
196,2,2,7,31,7,2020,2739,15712,26926,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,46076,34390,780056,39323,1825,1287,82587,2,4,1
197,2,2,7,31,7,2020,2739,17102,28316,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,46170,44215,781446,40877,3215,5489,82681,2,4,1
198,2,2,7,31,7,2020,2739,20042,31256,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,46273,60015,784386,38752,6155,4335,82784,2,4,1
199,2,2,7,31,7,2020,2739,16507,27721,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,47189,11408,780851,38539,2620,1844,83700,2,4,1
200,2,2,7,31,7,2020,2739,15646,26860,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,47256,37461,779990,36099,1759,2148,83767,2,4,1
201,2,2,8,16,12,2020,3198,17022,25011,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,70836,125340,780489,507070,3188,4421,60256,2,1,1
202,2,2,8,16,12,2020,3198,19083,27072,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,70841,107517,782550,512092,5249,5025,60261,2,1,1
203,2,3,10,27,10,2020,4354,21249,33029,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,70960,77883,5840,15016,3496,5891,80189,2,2,1
204,2,3,10,27,10,2020,4354,21267,33047,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,71121,103910,5858,16571,3514,5516,80350,2,2,1
205,2,3,10,27,10,2020,4354,20635,32415,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,71154,93844,5226,16843,2882,2959,80383,2,2,1
206,2,2,8,16,12,2020,3198,15913,23902,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,71288,109747,779380,511067,2079,4802,60708,2,1,1
207,2,2,8,16,12,2020,3198,21073,29062,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,71302,102251,784540,514496,7239,6128,60722,2,1,1
208,2,3,10,27,10,2020,4354,18321,30101,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,71563,66613,2912,17374,568,6397,80792,2,2,1
209,2,2,8,16,12,2020,3198,19052,27041,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,71708,111785,782519,508721,5218,6203,61128,2,1,1
210,2,2,8,16,12,2020,3198,18502,26491,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,71753,87981,781969,512628,4668,7220,61173,2,1,1
211,2,2,8,16,12,2020,3198,15653,23642,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,71834,73582,779120,507509,1819,3898,61254,2,1,1
212,2,3,10,27,10,2020,4354,23098,34878,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,71872,83126,7689,18523,5345,4033,81101,2,2,1
213,2,2,8,16,12,2020,3198,17108,25097,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,72104,73279,780575,511897,3274,7361,61524,2,1,1
214,2,2,8,16,12,2020,3198,18821,26810,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,72460,90447,782288,509711,4987,7221,61880,2,1,1
215,2,2,8,16,12,2020,3198,16633,24622,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,72500,103271,780100,507921,2799,7347,61920,2,1,1
216,2,3,10,27,10,2020,4354,19054,30834,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,72510,65117,3645,13363,1301,5893,81739,2,2,1
217,2,2,8,16,12,2020,3198,19473,27462,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,72595,70985,782940,510114,5639,2936,62015,2,1,1
218,2,3,10,27,10,2020,4354,23498,35278,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,72727,71645,8089,22075,5745,5790,81956,2,2,1
219,2,3,10,27,10,2020,4354,23984,35764,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,72878,104244,8575,19895,6231,1867,82107,2,2,1
220,2,3,10,27,10,2020,4354,18716,30496,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,72902,88172,3307,14585,963,6641,82131,2,2,1
221,2,3,10,27,10,2020,4354,19243,31023,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,72951,84743,3834,13127,1490,4675,82180,2,2,1
222,2,3,10,27,10,2020,4354,23039,34819,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,73032,78238,7630,21715,5286,5015,82261,2,2,1
223,2,3,10,27,10,2020,4354,22050,33830,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,73122,90203,6641,20850,4297,6940,82351,2,2,1
