Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type
1,2,7,11,10,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2956862.278,2052023.898,284412.137,620426.243,53910.97462,0,6131,74272,1,3
1,4,17,9,8,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5576131.755,4287110.268,777591.6391,511429.848,141408.9506,0,2851,74329,1,1
1,3,11,14,1,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3190279.096,2219622.101,311559.3328,659097.6621,81166.12821,0,6016,74707,1,1
1,2,10,2,4,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3162565.761,2234145.726,288104.9457,640315.0888,57618.21691,0,2564,74714,1,2
1,2,5,2,4,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5573605.565,4287167.071,776855.4117,509583.0831,140660.5966,0,5301,74838,1,1
1,2,5,3,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5582876.79,4301723.464,773464.6084,507688.7181,137214.0523,0,3265,75024,1,1
1,1,3,5,6,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2826374.513,1906376.403,288821.5778,631176.532,58337.65934,0,1977,75082,1,2
1,2,5,20,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5578457.804,4292804.932,775622.4407,510030.4317,139407.3316,0,5092,75330,1,2
1,1,2,10,6,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5578795.763,4297316.441,775110.9755,506368.3463,138887.458,0,5746,75444,1,1
1,1,2,7,11,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5566858.553,4283424.387,776308.6309,507125.5357,140104.8128,0,7209,75979,1,2
1,2,5,2,12,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3152154.199,2208701.53,290055.7543,653396.914,59576.68204,0,4812,76220,1,3
1,2,5,20,2,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5566076.658,4285123.606,773627.5802,507325.4718,137379.6986,0,2875,76409,1,1
1,4,18,14,6,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5571793.119,4286359.998,775868.8429,509564.2784,139657.7871,0,7071,76481,1,2
1,3,12,13,3,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5566849.76,4283858.806,774477.77,508513.1834,138243.8461,0,2858,76531,1,1
1,2,10,30,8,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3180330.548,2195649.534,313924.2137,670756.8003,78362.29139,0,4811,76634,1,3
1,3,14,22,2,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3572930.43,2621237.065,291657.1389,660036.2265,56597.92941,0,3779,76855,1,2
1,3,12,1,3,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3020137.238,2054804.092,293190.2096,672142.9365,58096.38546,0,2359,77163,1,2
1,1,3,28,12,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3337237.548,2378493.838,294733.797,664009.9135,59605.12139,0,5823,77863,1,1
1,2,10,10,6,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3200510.663,2212797.278,296936.3777,690777.0077,61757.97223,0,3641,77899,1,2
1,4,18,16,9,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7731070.333,6394114.976,812998.676,523956.6816,141093.1743,0,1913,77929,1,2
1,2,6,3,5,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7678571.79,6340246.694,814776.2351,523548.8605,142763.0196,0,6384,78029,1,2
1,1,1,26,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3408380.5,2374486.925,339152.9697,694740.6052,103021.5941,0,3594,78767,1,2
1,2,5,9,2,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3644303.973,2655853.686,300076.374,688373.9126,64827.0755,0,1914,78917,1,3
1,2,7,23,1,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3078901.373,2068846.931,326623.8908,683430.5506,90775.29994,0,7201,79144,1,2
1,1,1,10,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7745919.199,6409872.112,812023.1352,524023.9523,140176.7493,0,4766,79368,1,2
1,1,1,6,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3289737.047,2357154.656,289075.0933,643507.2979,54074.18408,0,5501,79792,1,2
1,2,6,9,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7698524.6,6357070.84,814542.0173,526911.7435,142542.9942,0,3415,79808,1,2
1,2,5,2,2,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3588174.275,2585735.117,317172.4593,685266.699,81537.21142,0,2257,79930,1,2
1,2,8,31,1,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3563739.954,2605889.871,292891.8092,664958.274,57804.72231,0,2366,80056,1,2
1,2,6,13,12,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7695897.936,6357215.368,813732.5458,524950.022,141782.5738,0,6548,80236,1,2
1,1,2,7,7,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7727409.53,6394465.902,810005.421,522938.2073,138281.3038,0,3260,80802,1,2
1,3,11,17,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3112915.934,2164188.128,293632.6812,655095.1244,58528.86686,0,6172,80871,1,2
1,3,12,16,2,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7709414.623,6371612.364,812377.0828,525425.176,140509.2482,0,6854,81579,1,3
1,2,5,28,6,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7716511.964,6383160.835,811814.8733,521536.2558,139981.1071,0,6098,81860,1,2
1,3,14,8,11,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7683151.422,6347679.805,813131.4163,522340.201,141217.8711,0,5324,82118,1,2
1,2,5,14,6,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3302220.592,2321827.47,306345.4421,674047.6795,75203.34684,0,1874,82512,1,1
1,4,16,1,6,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3243300.746,2295016.039,290739.9432,657544.7636,59602.10249,0,3636,82837,1,2
1,2,5,6,11,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,329239.7909,231291.6658,30618.91569,67329.20934,7519.392052,0,4943,82927,1,2
1,2,5,24,11,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,323373.3822,228630.8976,29059.91669,65682.56793,5959.61812,0,6134,82988,1,1
1,1,2,6,10,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5979844.253,4699715.135,773254.5796,506874.5376,137317.8178,0,4629,83022,1,1
1,4,17,17,10,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5986086.92,4701475.66,775499.4707,509111.7894,139594.0182,0,1639,50166,1,2
1,2,5,8,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5980082.614,4697915.055,774106.1369,508061.4222,138181.2517,0,2929,50384,1,1
1,3,12,9,1,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,295244.2694,199314.1713,30927.58409,65002.51403,7806.802555,0,4899,50546,1,2
1,2,7,4,9,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,326703.9762,233945.282,28763.88585,63994.8083,5644.41957,0,1892,50587,1,2
1,3,11,21,10,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,281645.8875,187600.1522,28912.99894,65132.73638,5793.442016,0,1475,50698,1,2
1,2,8,4,11,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,307762.5451,214330.994,29063.11338,64368.43764,5943.465201,0,4396,51083,1,2
1,1,1,15,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,296890.5957,200731.5521,29277.27768,66881.76592,6157.499306,0,3685,51211,1,2
1,4,16,29,9,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6556170.811,5250120.438,792031.775,514018.5977,142040.2652,0,4057,51922,1,2
1,3,11,21,6,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,314631.2453,214004.1734,33373.65194,67253.41996,10251.38373,0,3085,52059,1,3
1,1,2,9,4,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,332952.0892,236713.2043,29582.51392,66656.37102,6462.549997,0,4493,52379,1,3
1,1,1,14,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,287126.0752,188773.9067,32159.60599,66192.56258,9038.075623,0,2239,52612,1,2
1,2,5,18,9,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6602385.012,5298479.383,789429.011,514476.6175,139479.8496,0,2217,52732,1,3
1,3,11,26,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,303541.247,212589.323,28512.69665,62439.22731,5393.383083,0,1309,52840,1,3
1,1,1,1,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6570890.905,5261820.224,791810.3651,517260.3153,141822.4576,1,5016,52867,1,2
1,1,2,3,11,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,328706.7899,231099.0859,31242.84179,66364.86224,8121.868631,1,614,52966,1,2
1,2,5,29,10,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,326057.3937,232715.8285,28883.97689,64457.58833,5764.4376,1,1841,53042,1,3
1,2,6,8,11,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6568335.226,5261920.726,791045.1337,515369.3657,141069.676,1,3255,53089,1,2
1,2,8,22,10,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6588743.468,5287792.43,787521.1705,513429.8677,137603.0559,1,3423,53407,1,2
1,2,5,26,9,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,289194.801,196708.7388,28956.03169,63530.03052,5836.448601,1,1332,53569,1,3
1,2,5,15,10,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6577516.291,5271925.232,789763.6576,515827.4011,139809.0507,1,4865,53738,1,1
1,2,5,15,6,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6581255.703,5279945.449,789232.1011,512078.1521,139286.1442,1,4500,53876,1,1
1,3,14,15,10,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6558620.804,5255290.667,790476.8306,512853.3055,140510.6197,1,2818,53974,1,3
1,1,1,12,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,330654.0751,232574.977,30641.35238,67437.74569,7520.744828,1,2590,54224,1,2
1,2,6,16,2,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,324750.7974,229884.8127,29080.12639,65785.85831,5960.467867,0,1663,54301,1,1
1,1,3,4,12,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6559048.172,5258299.656,787690.5268,513057.9892,137769.6552,0,1425,54645,1,2
1,2,5,25,7,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6565860.211,5260490.354,790019.7455,515350.1121,140060.9717,1,1894,54646,1,2
1,2,5,16,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6558907.918,5256059.922,788574.0431,514273.953,138638.7938,1,4774,54769,1,1
1,2,7,7,7,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,294918.629,199026.1059,30920.64813,64971.87499,7806.360617,1,2769,55414,1,1
1,4,18,12,11,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,326271.4147,233548.4164,28757.88642,63965.11186,5644.188548,1,740,55553,1,1
1,2,5,2,3,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,281353.8635,187344.9519,28906.93715,65101.97446,5793.198634,0,2257,55557,1,1
1,3,13,5,11,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,307393.2682,213997.8862,29056.98848,64338.39343,5943.209051,1,2833,55628,1,2
1,2,10,8,8,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,296559.7669,200439.375,29271.06218,66849.32969,6157.224374,0,2978,55653,1,2
1,2,9,21,1,2018,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6383130.984,5084816.267,785821.7831,512492.934,140244.2544,1,2346,55813,1,2
1,2,8,26,4,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6349833.412,5050247.771,787482.9413,512102.6992,141893.9674,0,3440,56330,1,2
1,2,6,20,2,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,314258.2784,213672.0807,33365.57546,67220.62224,10250.62169,0,3112,56606,1,2
1,2,6,3,1,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,332507.2133,236306.8921,29576.16814,66624.15304,6462.24715,1,2792,56674,1,3
1,1,3,5,10,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,286828.4007,188515.5029,32152.10642,66160.79141,9037.483289,1,1006,56773,1,3
1,3,14,25,9,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6392375.032,5094907.704,784910.0249,512557.303,139338.7786,1,5263,56976,1,2
1,1,1,10,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,303179.3655,212261.607,28506.80155,62410.95704,5393.172153,0,3989,57011,1,2
1,4,17,16,7,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6363639.997,5061055.748,787264.0743,515320.1748,141676.6081,1,5269,57096,1,3
1,2,5,16,10,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,328280.5073,230711.8182,31235.7637,66332.92545,8121.390302,1,5298,57250,1,3
1,1,2,28,1,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,325628.5113,232323.1232,28877.92726,64427.46084,5764.196649,1,2032,57957,1,3
1,2,10,12,11,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6361099.584,5061148.573,786507.6258,513443.3844,140925.3707,1,1360,58514,1,2
1,4,15,2,4,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6379583.479,5085041.124,783024.0002,511518.3552,137465.7557,0,3859,58637,1,2
1,4,17,26,6,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,288878.871,196428.1553,28949.95184,63500.76387,5836.201592,0,888,58732,1,2
1,2,5,23,9,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6369527.741,5070388.907,785240.8391,513897.9948,139667.313,1,2670,58735,1,3
1,1,2,27,4,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6372687.512,5077795.452,784715.3689,510176.6914,139145.4648,0,4141,58794,1,2
1,2,5,5,3,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6351916.079,5055024.155,785945.84,510946.0838,140367.456,0,6091,59875,1,3
