Unknown,Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type,
103,104,1,2,6,30,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5384239.661,4109318.164,768944.4548,505977.0418,138875.9235,1,2309.540078,64154.54,1,2,
104,105,1,1,3,14,4,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2907233.469,2007317.322,283558.1487,616357.9986,53880.31368,1,1818.539953,64493.54,1,2,
105,106,1,2,5,26,4,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3132327.271,2167286.934,310534.4472,654505.89,81096.62268,1,2214.540078,66179.54,1,2,
106,107,1,2,7,5,1,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5372332.389,4095789.094,769261.1653,507282.1301,139202.2517,1,1547.040245,68180.54,1,3,
107,108,1,1,2,10,7,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5372301.065,4099883.567,768758.0973,503659.401,138683.9052,1,1766.039912,68276.54,1,2,
108,109,1,3,12,30,10,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5360722.057,4088816.764,767299.0248,504606.268,137180.5423,1,2143.540162,70367.54,1,3,
109,110,1,3,11,13,11,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5361585.102,4087668.6,768135.28,505781.222,138042.1759,1,1976.540078,70841.54,1,2,
110,111,1,2,10,18,9,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2969625.967,2009975.901,292282.667,667367.3988,58060.77847,0,1413.039745,72554.54,1,3,
111,112,1,2,10,26,5,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7281324.291,5954259.467,806008.7071,521056.1171,140883.1034,1,1661.539912,75401.54,1,3,
112,113,1,2,9,7,9,2018,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3563313.709,2580823.341,299125.6787,683364.6884,64782.73921,0,1361.539912,78980.54,1,1,
113,114,1,1,4,19,7,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7277677.441,5954561.629,803066.8944,520048.9178,138079.5243,1,1489.539995,84149.54,1,2,
114,115,1,2,9,6,10,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3302220.592,2321827.47,306345.4421,674047.6795,75203.34684,1,1265,57420,1,1,
115,116,1,2,5,28,7,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2921738.343,1962598.054,292502.3877,666637.9015,61567.00117,1,2422.115004,62114.11498,1,3,
116,117,1,2,8,17,7,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5648380.147,4357524.311,781141.0591,509714.7762,141740.919,1,2292.115223,62747.11498,1,2,
117,118,1,2,8,14,10,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3090053.341,2086366.49,333364.4266,670322.425,102489.7443,1,1843.616585,62756.11498,1,2,
118,119,1,2,5,24,9,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3255447.241,2295496.155,295547.8691,664403.2168,64616.63917,0,2325.615027,63374.11498,1,2,
119,120,1,1,2,24,9,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2831247.305,1850186.616,321256.2583,659804.4306,90362.47627,0,2729.615181,63953.11498,1,2,
120,121,1,1,2,7,1,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2980670.439,2073225.109,284873.3399,622571.9909,53927.7996,1,2422.614629,65159.11498,1,1,
121,122,1,1,3,25,7,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5665266.971,4379365.601,776764.8691,509136.5011,137322.4502,1,2913.614879,67487.11498,1,2,
122,123,1,4,18,23,4,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2847566.3,1924873.583,289297.0528,633395.6644,58357.35507,1,2600.114921,67829.11498,1,2,
123,124,1,1,4,19,5,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5648734.502,4360531.781,779632.558,508570.1633,140217.8047,0,2560.615473,69194.11498,1,1,
124,125,1,4,17,29,4,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7891596.224,6550380.483,815651.0376,525564.7034,140289.8567,0,2375.114837,79994.11498,1,1,
125,126,1,1,3,21,12,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3623679.012,2618061.359,317744.7813,687872.8721,81575.62858,0,2260.11511,82013.11498,1,1,
126,127,1,3,11,27,9,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2783710.091,1841379.966,306255.3022,636074.8228,77881.66222,0,2278.574865,58433.57499,1,2,
127,128,1,2,5,4,9,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2950484.647,1962718.216,330207.6391,657558.7916,102191.3657,0,1593.574986,62048.57499,1,2,
128,129,1,4,17,29,4,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2845259.73,1951129.576,282568.1301,611562.0241,53845.18968,0,2321.574926,63719.57499,1,1,
129,130,1,1,1,26,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5092299.989,3823270.763,763603.1183,505426.1072,140955.1048,0,1724.074563,64460.57499,1,2,
130,131,1,3,12,21,4,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3031067.741,2113987.329,286212.5293,630867.8824,57543.06467,0,2133.575349,64808.57499,1,1,
131,132,1,4,18,6,4,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2728545.451,1819626.214,286919.6932,621999.5445,58260.61686,0,2215.075349,66788.57499,1,2,
132,133,1,2,5,14,8,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3023033.962,2091340.514,288137.5088,643555.939,59496.32912,0,2081.074865,68591.57499,1,2,
133,134,1,4,17,16,12,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5082934.263,3821732.908,759782.9211,501418.4333,136951.4012,0,1718.075228,68882.57499,1,2,
134,135,1,4,16,23,11,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5088237.53,3822690.001,761942.9394,503604.5902,139215.1363,0,2086.075107,69833.57499,1,2,
135,136,1,2,6,29,4,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3393938.158,2454228.325,289717.5588,649992.2738,56525.4174,0,1836.574684,70991.57499,1,2,
136,137,1,3,13,2,6,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3258404.272,2238276.554,336526.4376,683601.2806,102780.9953,1,2356.074865,74975.57499,1,1,
137,138,1,4,18,5,11,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3459722.11,2484259.572,298022.6703,677439.8671,64731.92018,1,1976.574865,75716.57499,1,1,
138,139,1,1,4,1,6,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2963090.2,1966246.887,324188.7631,672654.5501,90588.5731,1,1763.074684,78599.57499,1,2,
139,140,1,1,2,9,12,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6617078.138,5297366.159,799175.9198,520536.0591,142081.8238,1,1820.574503,79439.57499,1,2,
140,141,1,3,11,17,1,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3412670.138,2423361.123,314876.8835,674432.131,81386.59987,1,2217.074986,79652.57499,1,3,
141,142,1,1,4,15,6,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3386591.309,2440893.129,290935.6988,654762.4811,57729.08228,1,1561.574563,81314.57499,1,2,
142,143,1,4,18,19,3,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6633071.544,5321600.459,794812.0179,516659.0674,137847.3542,1,1979.074503,82565.57499,1,2,
143,144,1,4,17,3,9,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6605161.26,5291266.613,797819.1222,516075.525,140765.2538,1,3618.574926,84857.57499,1,2,
144,145,1,1,1,10,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3302220.592,2321827.47,306345.4421,674047.6795,75203.34684,1,2258.574744,85613.57499,1,2,
145,146,1,3,12,3,11,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2568798.897,1658558.138,284215.201,626025.5582,57739.09105,1,3903.614924,60586.11499,1,2,
146,147,1,3,11,23,7,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4661687.769,3423066.679,745101.77,493519.3199,137916.7342,1,3550.114925,68779.11499,1,1,
147,148,1,4,16,11,7,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2936860.547,1988740.902,300889.5576,647230.0874,74878.02189,1,3921.11491,70117.11499,1,3,
148,149,1,3,12,22,12,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4653800.116,3415639.565,743732.5792,494427.9719,136429.9206,1,3729.614841,70240.11499,1,2,
149,150,1,3,14,19,11,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2916682.974,1959452.95,308974.7236,648255.3003,78053.06614,0,3869.114966,72052.11499,1,2,
150,151,1,3,13,25,9,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3212388.273,2286759.049,287383.8059,638245.4179,56436.58063,1,4107.115084,72331.11499,1,2,
151,152,1,4,16,12,12,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3102968.334,2098982.45,333377.6483,670608.2353,102487.2771,1,3437.614883,75928.11499,1,2,
152,153,1,2,8,11,2,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5811552.039,4517131.57,781418.085,513002.3843,141520.5403,0,3325.114841,80944.11499,1,2,
153,154,1,3,14,27,2,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3233983.43,2260077.93,312120.2008,661785.2998,81202.43319,0,3469.115253,81088.11499,1,2,
154,155,1,2,6,18,1,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5820695.525,4534210.739,777247.5874,509237.1978,137319.028,0,3579.114623,53950.11499,1,2,
155,156,1,3,12,28,2,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5815876.953,4529057.309,778911.2607,507908.3832,138995.0472,0,3371.614883,85381.11499,1,2,
156,157,1,3,11,28,9,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801619.661,4512827.716,780121.5338,508670.4112,140214.3241,1,3453.11534,86113.11499,1,1,
157,158,1,1,2,1,1,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3243300.746,2295016.039,290739.9432,657544.7636,59602.10249,1,3907.115068,87262.11499,1,1,
158,159,1,2,6,22,11,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4285796.061,3030855.37,755288.823,499651.8675,141070.2485,0,3348.1148,65044.11499,1,2,
159,160,1,2,7,11,9,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2821910.578,1840634.261,329338.1813,651938.1361,102145.3902,1,3228.574699,59383.57499,1,2,
160,161,1,2,7,19,11,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2927490.097,1988681.693,292431.4288,646376.9756,64482.19998,0,3205.074809,59887.57499,1,2,
161,162,1,4,15,14,9,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2623908.251,1664319.348,317535.3341,642053.569,90096.31583,0,3601.575111,61321.57499,1,2,
162,163,1,4,18,23,9,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4292960.678,3039927.938,752950.3938,500082.3465,138545.3848,0,3118.575239,62317.57499,1,2,
163,164,1,1,1,10,8,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2720028.043,1831075.911,281990.6561,606961.4766,53834.6417,0,3156.075224,62350.57499,1,2,
164,165,1,2,8,26,11,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4290858.309,3033070.325,755089.939,502698.0444,140855.4924,0,2673.574612,62365.57499,1,3,
165,166,1,1,3,30,4,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2905294.87,1953022.215,308612.652,643660.0034,80990.18472,1,2786.575836,62881.57499,1,2,
166,167,1,1,2,11,2,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4288275.867,3037941.747,751235.6275,499098.4921,136694.2096,0,2577.074673,63625.57499,1,2,
167,168,1,1,3,8,10,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5903322.951,4582452.046,800967.8579,519903.0476,140900.4513,1,2981.07476,64204.57499,1,2,
168,169,1,1,3,3,4,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5883132.744,4560950.418,802679.3977,519502.9284,142565.2271,1,3271.574816,64669.57499,1,2,
169,170,1,1,1,17,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3105818.205,2180935.005,288095.5898,636787.6106,54049.51939,1,3479.574748,67444.57499,1,2,
170,171,1,3,12,21,5,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3357490.959,2364122.335,315955.412,677413.2119,81478.49263,1,2851.57462,68080.57499,1,1,
171,172,1,4,15,1,4,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5890302.08,4567749.991,801674.4967,520877.5927,141587.7674,1,3222.575118,69418.57499,1,2,
172,173,1,1,1,10,4,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5895455.493,4578099.392,799827.9017,517528.1998,139791.7176,1,3036.075224,70783.57499,1,3,
173,174,1,4,17,28,6,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3376948.497,2378611.047,309813.9324,688523.5176,75430.7,1,3408.575118,71632.57499,1,1,
174,175,1,1,2,28,3,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3317489.439,2352188.394,293882.4919,671418.5524,59745.68961,1,2786.574575,71941.57499,1,1,
175,176,1,1,2,19,3,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5882448.642,4565665.534,798257.7677,518525.3408,138264.6954,1,3241.575224,72106.57499,1,3,
176,177,1,4,18,8,5,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5883295.632,4564375.177,799157.6573,519762.7972,139139.8586,1,3626.075175,73309.57499,1,3,
177,178,1,1,3,19,3,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3776155.589,2802230.232,295525.0003,678400.3562,56750.54834,1,2739.075594,75229.57499,1,1,
178,179,1,1,4,22,3,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7891203.258,6513909.297,841857.3641,535436.5964,143717.7162,1,2626.575538,80245.57499,1,2,
179,180,1,1,3,8,5,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3592545.643,2533273.782,344333.2573,714938.6032,103522.6658,1,2770.57462,80389.57499,1,2,
180,181,1,1,1,15,6,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3852277.933,2839884.061,304163.8291,708230.0428,65026.97829,1,3167.07499,80602.57499,1,2,
181,182,1,2,5,30,6,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3233787.862,2199324.251,331440.6939,703022.9167,91165.2656,1,2511.574454,82264.57499,1,2,
182,183,1,1,2,12,3,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7917775.751,6541069.335,839312.7869,537393.6291,141434.452,1,2649.575473,64345.57499,1,2,
183,184,1,1,2,12,8,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7923102.458,6551048.235,838716.5438,533337.6797,140899.4651,1,4477.114907,60632.11499,1,2,
184,185,1,1,1,25,3,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3243300.746,2295016.039,290739.9432,657544.7636,59602.10249,1,4367.115298,63566.11499,1,3,
