Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+, total Sales , payment type-cash , payment type-visa/master , payment type-others ,#of transaction,sqf,mthly rent,Location Type
359,1,2,5,4,9,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"43,268,115","31,403,491","6,604,153","5,260,470",102191.3657,1593.574986,62048.57499,2
15,1,1,2,13,4,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"43,528,430","32,841,852","5,694,595","4,991,983",57481.26007,4240,21265,2
387,1,1,4,1,6,2018,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"43,324,962","31,459,950","6,483,775","5,381,236",90588.5731,1763.074684,78599.57499,2
517,1,4,18,29,11,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"43,551,941","32,789,518","5,731,350","5,031,073",53997.38049,4566.61499,68279.11499,2
2,1,2,8,2,4,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"43,619,915","32,991,328","5,671,260","4,957,327",56287.80426,2483,19308,2
57,1,1,3,20,10,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"43,970,442","32,059,691","6,621,297","5,289,454",102269.8034,3715,149742,2
102,1,2,5,6,9,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"43,999,551","33,086,325","5,797,731","5,115,495",59406.81733,6025,73355,2
31,1,3,12,22,6,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"43,794,090","32,552,277","5,867,061","5,374,752",61600.6694,3325,23782,2
85,1,2,8,2,10,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"44,030,857","32,118,923","6,500,280","5,411,654",90650.06556,500,154576,2
261,1,2,8,10,9,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"44,250,706","32,314,345","6,631,324","5,305,037",102318.5013,1716.039953,62939.54,2
374,1,2,5,14,8,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"44,372,646","33,461,448","5,762,750","5,148,448",59496.32912,2081.074865,68591.57499,2
536,1,2,6,16,9,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"44,407,156","33,368,343","5,811,901","5,226,912",59614.31893,4175.11445,77915.11499,2
537,1,3,12,6,10,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"44,596,219","33,700,395","5,772,799","5,123,024",57653.53896,3961.614684,80798.11499,2
64,1,4,18,28,1,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"45,416,162","34,605,658","5,737,019","5,073,485",57567.71064,964,150130,2
310,1,2,8,14,10,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"45,411,732","33,381,864","6,667,289","5,362,579",102489.7443,1843.616585,62756.11498,2
219,1,3,14,3,3,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"45,615,138","34,789,694","5,742,213","5,083,231",57578.44979,8443,94049,2
434,1,4,16,12,12,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"45,616,138","33,583,719","6,667,553","5,364,866",102487.2771,3437.614883,75928.11499,2
468,1,1,1,17,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"45,751,173","34,894,960","5,761,912","5,094,301",54049.51939,3479.574748,67444.57499,2
63,1,1,3,5,11,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"45,810,342","34,387,609","6,201,877","5,220,856",81065.97508,3490,150062,2
267,1,2,5,26,4,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"46,123,327","34,676,591","6,210,689","5,236,047",81096.62268,2214.540078,66179.54,2
226,1,1,1,11,4,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"46,174,062","34,770,543","6,089,226","5,314,292",75094.84781,8857,96076,2
213,1,3,12,28,4,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"46,465,938","35,332,010","5,880,181","5,253,747",64542.52661,7495,92662,2
113,1,2,10,2,4,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"46,630,951","35,746,332","5,762,099","5,122,521",57618.21691,2564,74714,2
34,1,3,11,6,1,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"46,829,813","34,735,250","6,689,809","5,404,754",102585.0014,3685,24654,2
87,1,1,3,7,8,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"47,303,831","36,449,040","5,756,253","5,098,537",54029.69513,693,155407,2
428,1,3,13,25,9,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"47,441,784","36,588,145","5,747,676","5,105,963",56436.58063,4107.115084,72331.11499,2
107,1,4,16,24,5,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"47,516,352","36,319,576","5,901,037","5,295,739",64592.50345,6254,74075,2
492,1,2,5,30,6,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"47,442,185","35,189,188","6,628,814","5,624,183",91165.2656,2511.574454,82264.57499,2
440,1,3,14,27,2,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"47,697,933","36,161,247","6,242,404","5,294,282",81202.43319,3469.115253,81088.11499,2
311,1,2,5,24,9,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"47,954,122","36,727,938","5,910,957","5,315,226",64616.63917,2325.615027,63374.11498,2
97,1,2,6,6,10,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"48,668,530","37,149,240","6,126,909","5,392,381",75203.34684,1496,157538,2
48,1,1,1,25,5,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"48,668,530","37,149,240","6,126,909","5,392,381",75203.34684,2490,28200,2
399,1,1,1,10,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"48,668,530","37,149,240","6,126,909","5,392,381",75203.34684,2258.574744,85613.57499,2
40,1,4,15,19,11,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"49,147,260","37,552,449","6,261,784","5,333,027",81263.35701,5407,26213,2
392,1,1,4,15,6,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"50,111,104","39,054,290","5,818,714","5,238,100",57729.08228,1561.574563,81314.57499,2
379,1,2,6,29,4,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"50,261,943","39,267,653","5,794,351","5,199,938",56525.4174,1836.574684,70991.57499,2
90,1,1,1,10,9,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"51,256,896","40,158,154","5,831,919","5,266,822",57753.88883,1490,156172,2
139,1,2,8,31,1,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"52,871,740","41,694,238","5,857,836","5,319,666",57804.72231,2366,80056,2
490,1,1,3,8,5,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"53,138,554","40,532,381","6,886,665","5,719,509",103522.6658,2770.57462,80389.57499,2
491,1,1,1,15,6,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"57,187,262","45,438,145","6,083,277","5,665,840",65026.97829,3167.07499,80602.57499,2
451,1,2,6,22,11,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"33,798,339","24,246,843","7,552,888","1,998,607",141070.2485,3348.1148,65044.11499,2
461,1,1,2,11,2,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"33,812,284","24,303,534","7,512,356","1,996,394",136694.2096,2577.074673,63625.57499,2
455,1,4,18,23,9,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"33,849,257","24,319,424","7,529,504","2,000,329",138545.3848,3118.575239,62317.57499,2
424,1,3,12,22,12,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"36,740,154","27,325,117","7,437,326","1,977,712",136429.9206,3729.614841,70240.11499,2
534,1,2,7,1,12,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"36,761,863","26,981,132","7,749,643","2,031,088",140284.0796,3987.61485,76478.11499,2
544,1,2,5,8,9,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"36,759,721","27,302,571","7,475,875","1,981,275",140616.1285,4177.614811,84764.11499,2
7,1,1,1,22,1,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"38,959,647","29,428,797","7,539,249","1,991,601",140802.38,1646,20306,2
13,1,1,1,27,11,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"39,009,270","29,468,267","7,537,247","2,003,755",140588.3618,421,21149,2
17,1,1,1,4,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"39,043,340","29,555,501","7,498,445","1,989,393",136441.2234,3032,21827,2
6,1,1,3,26,6,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"39,071,812","29,554,686","7,524,051","1,993,075",139177.8964,1420,20134,2
375,1,4,17,16,12,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"40,177,366","30,573,863","7,597,829","2,005,674",136951.4012,1718.075228,68882.57499,2
376,1,4,16,23,11,2018,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"40,215,368","30,581,520","7,619,429","2,014,418",139215.1363,2086.075107,69833.57499,2
364,1,1,1,26,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"40,243,902","30,586,166","7,636,031","2,021,704",140955.1048,1724.074563,64460.57499,2
73,1,2,5,4,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"41,955,225","32,294,222","7,647,153","2,013,850",137093.2679,1935,151319,2
75,1,4,15,15,7,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"41,959,202","32,285,212","7,655,462","2,018,529",137953.8083,2777,151665,2
65,1,1,4,6,7,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"42,010,217","32,308,778","7,678,695","2,022,744",140360.3514,3433,150301,2
62,1,2,5,11,9,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"42,024,281","32,308,373","7,685,889","2,030,018",141105.5089,2711,150040,2
66,1,2,8,19,10,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"42,073,289","32,412,447","7,645,561","2,015,281",136928.3105,3683,150333,2
220,1,3,12,4,2,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"42,258,182","32,536,028","7,696,263","2,025,890",140423.596,6322,94376,2
217,1,3,14,2,7,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"42,272,296","32,535,621","7,703,488","2,033,187",141169.4214,6504,93382,2
221,1,2,10,17,8,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"42,321,889","32,640,499","7,662,985","2,018,405",136988.5236,11305,94718,2
279,1,3,11,13,11,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"42,405,826","32,701,349","7,681,353","2,023,125",138042.1759,1976.540078,70841.54,2
273,1,1,2,10,7,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"42,501,287","32,799,069","7,687,581","2,014,638",138683.9052,1766.039912,68276.54,2
264,1,2,6,30,7,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"42,587,898","32,874,545","7,689,445","2,023,908",138875.9235,2309.540078,64154.54,2
123,1,4,18,14,6,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"44,087,826","34,290,880","7,758,688","2,038,257",139657.7871,7071,76481,2
109,1,1,4,12,4,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"44,249,560","34,461,711","7,753,004","2,034,845",139080.0413,6822,74218,2
309,1,2,8,17,7,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"44,710,464","34,860,194","7,811,411","2,038,859",141740.919,2292.115223,62747.11498,2
319,1,1,3,25,7,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"44,839,120","35,034,925","7,767,649","2,036,546",137322.4502,2913.614879,67487.11498,2
439,1,2,8,11,2,2018,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"46,003,243","36,137,053","7,814,181","2,052,010",141520.5403,3325.114841,80944.11499,2
446,1,3,12,28,2,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"46,053,205","36,232,458","7,789,113","2,031,634",138995.0472,3371.614883,85381.11499,2
443,1,2,6,18,1,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"46,083,111","36,273,686","7,772,476","2,036,949",137319.028,3579.114623,53950.11499,2
463,1,1,3,3,4,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"46,592,409","36,487,603","8,026,794","2,078,012",142565.2271,3271.574816,64669.57499,2
472,1,4,15,1,4,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"46,642,255","36,542,000","8,016,745","2,083,510",141587.7674,3222.575118,69418.57499,2
462,1,1,3,8,10,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"46,748,907","36,659,616","8,009,679","2,079,612",140900.4513,2981.07476,64204.57499,2
195,1,4,15,2,4,2018,2739,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"50,556,642","40,680,329","7,830,240","2,046,073",137465.7557,3859,58637,2
47,1,1,1,19,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"51,026,871","41,110,375","7,870,880","2,045,616",140399.4887,5210,27948,2
43,1,4,18,1,10,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"51,250,028","41,360,548","7,841,571","2,047,910",137496.4587,1931,27184,2
159,1,4,16,29,9,2018,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"51,977,356","42,000,964","7,920,318","2,056,074",142040.2652,4057,51922,2
176,1,1,3,4,12,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"51,995,534","42,066,397","7,876,905","2,052,232",137769.6552,1425,54645,2
398,1,4,17,3,9,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"52,372,626","42,330,133","7,978,191","2,064,302",140765.2538,3618.574926,84857.57499,2
390,1,1,2,9,12,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"36,452,833","26,378,929","7,991,759","2,082,144",142081.8238,1820.574503,79439.57499,2
394,1,4,18,19,3,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"36,587,560","26,572,804","7,948,120","2,066,636",137847.3542,1979.074503,82565.57499,2
94,1,1,4,19,7,2018,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"40,911,142","30,800,398","8,025,609","2,085,136",140209.6472,3891,157230,2
